Id,Weekly_Sales,,,
35_6_2012-11-16,0,35_6,,
35_6_2012-11-23,0,35_6,,
35_6_2012-11-30,0,35_6,,
35_6_2012-12-07,0,35_6,,
35_6_2012-12-14,0,35_6,,
35_6_2012-12-21,0,35_6,,
35_6_2012-12-28,0,35_6,,
35_6_2013-01-04,0,35_6,,
35_6_2013-01-11,0,35_6,,
35_6_2013-01-18,0,35_6,,
35_6_2013-01-25,0,35_6,,
35_6_2013-02-01,0,35_6,,
35_6_2013-02-08,0,35_6,,
35_6_2013-02-15,0,35_6,,
35_6_2013-02-22,0,35_6,,
35_6_2013-03-01,0,35_6,,
35_6_2013-03-08,0,35_6,,
35_6_2013-03-15,0,35_6,,
35_6_2013-03-22,0,35_6,,
35_6_2013-03-29,0,35_6,,
35_6_2013-04-05,0,35_6,,
35_6_2013-04-12,0,35_6,,
35_6_2013-04-19,0,35_6,,
35_6_2013-04-26,0,35_6,,
35_6_2013-05-03,0,35_6,,
35_6_2013-05-10,0,35_6,,
35_6_2013-05-17,0,35_6,,
35_6_2013-05-24,0,35_6,,
35_6_2013-05-31,0,35_6,,
35_6_2013-06-07,0,35_6,,
35_6_2013-06-14,0,35_6,,
35_6_2013-06-21,0,35_6,,
35_6_2013-06-28,0,35_6,,
35_6_2013-07-05,0,35_6,,
35_6_2013-07-12,0,35_6,,
35_6_2013-07-19,0,35_6,,
35_6_2013-07-26,0,35_6,,
35_7_2012-11-02,0,35_7,,
35_7_2012-11-09,0,35_7,,
35_7_2012-11-16,0,35_7,,
35_7_2012-11-23,0,35_7,,
35_7_2012-11-30,0,35_7,,
35_7_2012-12-07,0,35_7,,
35_7_2012-12-14,0,35_7,,
35_7_2012-12-21,0,35_7,,
35_7_2012-12-28,0,35_7,,
35_7_2013-01-04,0,35_7,,
35_7_2013-01-11,0,35_7,,
35_7_2013-01-18,0,35_7,,
35_7_2013-01-25,0,35_7,,
35_7_2013-02-01,0,35_7,,
35_7_2013-02-08,0,35_7,,
35_7_2013-02-15,0,35_7,,
35_7_2013-02-22,0,35_7,,
35_7_2013-03-01,0,35_7,,
35_7_2013-03-08,0,35_7,,
35_7_2013-03-15,0,35_7,,
35_7_2013-03-22,0,35_7,,
35_7_2013-03-29,0,35_7,,
35_7_2013-04-05,0,35_7,,
35_7_2013-04-12,0,35_7,,
35_7_2013-04-19,0,35_7,,
35_7_2013-04-26,0,35_7,,
35_7_2013-05-03,0,35_7,,
35_7_2013-05-10,0,35_7,,
35_7_2013-05-17,0,35_7,,
35_7_2013-05-24,0,35_7,,
35_7_2013-05-31,0,35_7,,
35_7_2013-06-07,0,35_7,,
35_7_2013-06-14,0,35_7,,
35_7_2013-06-21,0,35_7,,
35_7_2013-06-28,0,35_7,,
35_7_2013-07-05,0,35_7,,
35_7_2013-07-12,0,35_7,,
35_7_2013-07-19,0,35_7,,
35_7_2013-07-26,0,35_7,,
35_8_2012-11-02,0,35_8,,
35_8_2012-11-09,0,35_8,,
35_8_2012-11-16,0,35_8,,
35_8_2012-11-23,0,35_8,,
35_8_2012-11-30,0,35_8,,
35_8_2012-12-07,0,35_8,,
35_8_2012-12-14,0,35_8,,
35_8_2012-12-21,0,35_8,,
35_8_2012-12-28,0,35_8,,
35_8_2013-01-04,0,35_8,,
35_8_2013-01-11,0,35_8,,
35_8_2013-01-18,0,35_8,,
35_8_2013-01-25,0,35_8,,
35_8_2013-02-01,0,35_8,,
35_8_2013-02-08,0,35_8,,
35_8_2013-02-15,0,35_8,,
35_8_2013-02-22,0,35_8,,
35_8_2013-03-01,0,35_8,,
35_8_2013-03-08,0,35_8,,
35_8_2013-03-15,0,35_8,,
35_8_2013-03-22,0,35_8,,
35_8_2013-03-29,0,35_8,,
35_8_2013-04-05,0,35_8,,
35_8_2013-04-12,0,35_8,,
35_8_2013-04-19,0,35_8,,
35_8_2013-04-26,0,35_8,,
35_8_2013-05-03,0,35_8,,
35_8_2013-05-10,0,35_8,,
35_8_2013-05-17,0,35_8,,
35_8_2013-05-24,0,35_8,,
35_8_2013-05-31,0,35_8,,
35_8_2013-06-07,0,35_8,,
35_8_2013-06-14,0,35_8,,
35_8_2013-06-21,0,35_8,,
35_8_2013-06-28,0,35_8,,
35_8_2013-07-05,0,35_8,,
35_8_2013-07-12,0,35_8,,
35_8_2013-07-19,0,35_8,,
35_8_2013-07-26,0,35_8,,
35_9_2012-11-02,0,35_9,,
35_9_2012-11-09,0,35_9,,
35_9_2012-11-16,0,35_9,,
35_9_2012-11-23,0,35_9,,
35_9_2012-11-30,0,35_9,,
35_9_2012-12-07,0,35_9,,
35_9_2012-12-14,0,35_9,,
35_9_2012-12-21,0,35_9,,
35_9_2012-12-28,0,35_9,,
35_9_2013-01-04,0,35_9,,
35_9_2013-01-11,0,35_9,,
35_9_2013-01-18,0,35_9,,
35_9_2013-01-25,0,35_9,,
35_9_2013-02-01,0,35_9,,
35_9_2013-02-08,0,35_9,,
35_9_2013-02-15,0,35_9,,
35_9_2013-02-22,0,35_9,,
35_9_2013-03-01,0,35_9,,
35_9_2013-03-08,0,35_9,,
35_9_2013-03-15,0,35_9,,
35_9_2013-03-22,0,35_9,,
35_9_2013-03-29,0,35_9,,
35_9_2013-04-05,0,35_9,,
35_9_2013-04-12,0,35_9,,
35_9_2013-04-19,0,35_9,,
35_9_2013-04-26,0,35_9,,
35_9_2013-05-03,0,35_9,,
35_9_2013-05-10,0,35_9,,
35_9_2013-05-17,0,35_9,,
35_9_2013-05-24,0,35_9,,
35_9_2013-05-31,0,35_9,,
35_9_2013-06-07,0,35_9,,
35_9_2013-06-14,0,35_9,,
35_9_2013-06-21,0,35_9,,
35_9_2013-06-28,0,35_9,,
35_9_2013-07-05,0,35_9,,
35_9_2013-07-12,0,35_9,,
35_9_2013-07-19,0,35_9,,
35_9_2013-07-26,0,35_9,,
35_10_2012-11-02,0,35_1,,
35_10_2012-11-09,0,35_1,,
35_10_2012-11-16,0,35_1,,
35_10_2012-11-23,0,35_1,,
35_10_2012-11-30,0,35_1,,
35_10_2012-12-07,0,35_1,,
35_10_2012-12-14,0,35_1,,
35_10_2012-12-21,0,35_1,,
35_10_2012-12-28,0,35_1,,
35_10_2013-01-04,0,35_1,,
35_10_2013-01-11,0,35_1,,
35_10_2013-01-18,0,35_1,,
35_10_2013-01-25,0,35_1,,
35_10_2013-02-01,0,35_1,,
35_10_2013-02-08,0,35_1,,
35_10_2013-02-15,0,35_1,,
35_10_2013-02-22,0,35_1,,
35_10_2013-03-01,0,35_1,,
35_10_2013-03-08,0,35_1,,
35_10_2013-03-15,0,35_1,,
35_10_2013-03-22,0,35_1,,
35_10_2013-03-29,0,35_1,,
35_10_2013-04-05,0,35_1,,
35_10_2013-04-12,0,35_1,,
35_10_2013-04-19,0,35_1,,
35_10_2013-04-26,0,35_1,,
35_10_2013-05-03,0,35_1,,
35_10_2013-05-10,0,35_1,,
35_10_2013-05-17,0,35_1,,
35_10_2013-05-24,0,35_1,,
35_10_2013-05-31,0,35_1,,
35_10_2013-06-07,0,35_1,,
35_10_2013-06-14,0,35_1,,
35_10_2013-06-21,0,35_1,,
35_10_2013-06-28,0,35_1,,
35_10_2013-07-05,0,35_1,,
35_10_2013-07-12,0,35_1,,
35_10_2013-07-19,0,35_1,,
35_10_2013-07-26,0,35_1,,
35_11_2012-11-02,0,35_1,,
35_11_2012-11-09,0,35_1,,
35_11_2012-11-16,0,35_1,,
35_11_2012-11-23,0,35_1,,
35_11_2012-11-30,0,35_1,,
35_11_2012-12-07,0,35_1,,
35_11_2012-12-14,0,35_1,,
35_11_2012-12-21,0,35_1,,
35_11_2012-12-28,0,35_1,,
35_11_2013-01-04,0,35_1,,
35_11_2013-01-11,0,35_1,,
35_11_2013-01-18,0,35_1,,
35_11_2013-01-25,0,35_1,,
35_11_2013-02-01,0,35_1,,
35_11_2013-02-08,0,35_1,,
35_11_2013-02-15,0,35_1,,
35_11_2013-02-22,0,35_1,,
35_11_2013-03-01,0,35_1,,
35_11_2013-03-08,0,35_1,,
35_11_2013-03-15,0,35_1,,
35_11_2013-03-22,0,35_1,,
35_11_2013-03-29,0,35_1,,
35_11_2013-04-05,0,35_1,,
35_11_2013-04-12,0,35_1,,
35_11_2013-04-19,0,35_1,,
35_11_2013-04-26,0,35_1,,
35_11_2013-05-03,0,35_1,,
35_11_2013-05-10,0,35_1,,
35_11_2013-05-17,0,35_1,,
35_11_2013-05-24,0,35_1,,
35_11_2013-05-31,0,35_1,,
35_11_2013-06-07,0,35_1,,
35_11_2013-06-14,0,35_1,,
35_11_2013-06-21,0,35_1,,
35_11_2013-06-28,0,35_1,,
35_11_2013-07-05,0,35_1,,
35_11_2013-07-12,0,35_1,,
35_11_2013-07-19,0,35_1,,
35_11_2013-07-26,0,35_1,,
35_12_2012-11-02,0,35_1,,
35_12_2012-11-09,0,35_1,,
35_12_2012-11-16,0,35_1,,
35_12_2012-11-23,0,35_1,,
35_12_2012-11-30,0,35_1,,
35_12_2012-12-07,0,35_1,,
35_12_2012-12-14,0,35_1,,
35_12_2012-12-21,0,35_1,,
35_12_2012-12-28,0,35_1,,
35_12_2013-01-04,0,35_1,,
35_12_2013-01-11,0,35_1,,
35_12_2013-01-18,0,35_1,,
35_12_2013-01-25,0,35_1,,
35_12_2013-02-01,0,35_1,,
35_12_2013-02-08,0,35_1,,
35_12_2013-02-15,0,35_1,,
35_12_2013-02-22,0,35_1,,
35_12_2013-03-01,0,35_1,,
35_12_2013-03-08,0,35_1,,
35_12_2013-03-15,0,35_1,,
35_12_2013-03-22,0,35_1,,
35_12_2013-03-29,0,35_1,,
35_12_2013-04-05,0,35_1,,
35_12_2013-04-12,0,35_1,,
35_12_2013-04-19,0,35_1,,
35_12_2013-04-26,0,35_1,,
35_12_2013-05-03,0,35_1,,
35_12_2013-05-10,0,35_1,,
35_12_2013-05-17,0,35_1,,
35_12_2013-05-24,0,35_1,,
35_12_2013-05-31,0,35_1,,
35_12_2013-06-07,0,35_1,,
35_12_2013-06-14,0,35_1,,
35_12_2013-06-21,0,35_1,,
35_12_2013-06-28,0,35_1,,
35_12_2013-07-05,0,35_1,,
35_12_2013-07-12,0,35_1,,
35_12_2013-07-19,0,35_1,,
35_12_2013-07-26,0,35_1,,
35_13_2012-11-02,0,35_1,,
35_13_2012-11-09,0,35_1,,
35_13_2012-11-16,0,35_1,,
35_13_2012-11-23,0,35_1,,
35_13_2012-11-30,0,35_1,,
35_13_2012-12-07,0,35_1,,
35_13_2012-12-14,0,35_1,,
35_13_2012-12-21,0,35_1,,
35_13_2012-12-28,0,35_1,,
35_13_2013-01-04,0,35_1,,
35_13_2013-01-11,0,35_1,,
35_13_2013-01-18,0,35_1,,
35_13_2013-01-25,0,35_1,,
35_13_2013-02-01,0,35_1,,
35_13_2013-02-08,0,35_1,,
35_13_2013-02-15,0,35_1,,
35_13_2013-02-22,0,35_1,,
35_13_2013-03-01,0,35_1,,
35_13_2013-03-08,0,35_1,,
35_13_2013-03-15,0,35_1,,
35_13_2013-03-22,0,35_1,,
35_13_2013-03-29,0,35_1,,
35_13_2013-04-05,0,35_1,,
35_13_2013-04-12,0,35_1,,
35_13_2013-04-19,0,35_1,,
35_13_2013-04-26,0,35_1,,
35_13_2013-05-03,0,35_1,,
35_13_2013-05-10,0,35_1,,
35_13_2013-05-17,0,35_1,,
35_13_2013-05-24,0,35_1,,
35_13_2013-05-31,0,35_1,,
35_13_2013-06-07,0,35_1,,
35_13_2013-06-14,0,35_1,,
35_13_2013-06-21,0,35_1,,
35_13_2013-06-28,0,35_1,,
35_13_2013-07-05,0,35_1,,
35_13_2013-07-12,0,35_1,,
35_13_2013-07-19,0,35_1,,
35_13_2013-07-26,0,35_1,,
35_14_2012-11-02,0,35_1,,
35_14_2012-11-09,0,35_1,,
35_14_2012-11-16,0,35_1,,
35_14_2012-11-23,0,35_1,,
35_14_2012-11-30,0,35_1,,
35_14_2012-12-07,0,35_1,,
35_14_2012-12-14,0,35_1,,
35_14_2012-12-21,0,35_1,,
35_14_2012-12-28,0,35_1,,
35_14_2013-01-04,0,35_1,,
35_14_2013-01-11,0,35_1,,
35_14_2013-01-18,0,35_1,,
35_14_2013-01-25,0,35_1,,
35_14_2013-02-01,0,35_1,,
35_14_2013-02-08,0,35_1,,
35_14_2013-02-15,0,35_1,,
35_14_2013-02-22,0,35_1,,
35_14_2013-03-01,0,35_1,,
35_14_2013-03-08,0,35_1,,
35_14_2013-03-15,0,35_1,,
35_14_2013-03-22,0,35_1,,
35_14_2013-03-29,0,35_1,,
35_14_2013-04-05,0,35_1,,
35_14_2013-04-12,0,35_1,,
35_14_2013-04-19,0,35_1,,
35_14_2013-04-26,0,35_1,,
35_14_2013-05-03,0,35_1,,
35_14_2013-05-10,0,35_1,,
35_14_2013-05-17,0,35_1,,
35_14_2013-05-24,0,35_1,,
35_14_2013-05-31,0,35_1,,
35_14_2013-06-07,0,35_1,,
35_14_2013-06-14,0,35_1,,
35_14_2013-06-21,0,35_1,,
35_14_2013-06-28,0,35_1,,
35_14_2013-07-05,0,35_1,,
35_14_2013-07-12,0,35_1,,
35_14_2013-07-19,0,35_1,,
35_14_2013-07-26,0,35_1,,
35_16_2012-11-02,0,35_1,,
35_16_2012-11-09,0,35_1,,
35_16_2012-11-16,0,35_1,,
35_16_2012-11-23,0,35_1,,
35_16_2012-11-30,0,35_1,,
35_16_2012-12-07,0,35_1,,
35_16_2012-12-14,0,35_1,,
35_16_2012-12-21,0,35_1,,
35_16_2012-12-28,0,35_1,,
35_16_2013-01-04,0,35_1,,
35_16_2013-01-11,0,35_1,,
35_16_2013-01-18,0,35_1,,
35_16_2013-01-25,0,35_1,,
35_16_2013-02-01,0,35_1,,
35_16_2013-02-08,0,35_1,,
35_16_2013-02-15,0,35_1,,
35_16_2013-02-22,0,35_1,,
35_16_2013-03-01,0,35_1,,
35_16_2013-03-08,0,35_1,,
35_16_2013-03-15,0,35_1,,
35_16_2013-03-22,0,35_1,,
35_16_2013-03-29,0,35_1,,
35_16_2013-04-05,0,35_1,,
35_16_2013-04-12,0,35_1,,
35_16_2013-04-19,0,35_1,,
35_16_2013-04-26,0,35_1,,
35_16_2013-05-03,0,35_1,,
35_16_2013-05-10,0,35_1,,
35_16_2013-05-17,0,35_1,,
35_16_2013-05-24,0,35_1,,
35_16_2013-05-31,0,35_1,,
35_16_2013-06-07,0,35_1,,
35_16_2013-06-14,0,35_1,,
35_16_2013-06-21,0,35_1,,
35_16_2013-06-28,0,35_1,,
35_16_2013-07-05,0,35_1,,
35_16_2013-07-12,0,35_1,,
35_16_2013-07-19,0,35_1,,
35_16_2013-07-26,0,35_1,,
35_17_2012-11-02,0,35_1,,
35_17_2012-11-09,0,35_1,,
35_17_2012-11-16,0,35_1,,
35_17_2012-11-23,0,35_1,,
35_17_2012-11-30,0,35_1,,
35_17_2012-12-07,0,35_1,,
35_17_2012-12-14,0,35_1,,
35_17_2012-12-21,0,35_1,,
35_17_2012-12-28,0,35_1,,
35_17_2013-01-04,0,35_1,,
35_17_2013-01-11,0,35_1,,
35_17_2013-01-18,0,35_1,,
35_17_2013-01-25,0,35_1,,
35_17_2013-02-01,0,35_1,,
35_17_2013-02-08,0,35_1,,
35_17_2013-02-15,0,35_1,,
35_17_2013-02-22,0,35_1,,
35_17_2013-03-01,0,35_1,,
35_17_2013-03-08,0,35_1,,
35_17_2013-03-15,0,35_1,,
35_17_2013-03-22,0,35_1,,
35_17_2013-03-29,0,35_1,,
35_17_2013-04-05,0,35_1,,
35_17_2013-04-12,0,35_1,,
35_17_2013-04-19,0,35_1,,
35_17_2013-04-26,0,35_1,,
35_17_2013-05-03,0,35_1,,
35_17_2013-05-10,0,35_1,,
35_17_2013-05-17,0,35_1,,
35_17_2013-05-24,0,35_1,,
35_17_2013-05-31,0,35_1,,
35_17_2013-06-07,0,35_1,,
35_17_2013-06-14,0,35_1,,
35_17_2013-06-21,0,35_1,,
35_17_2013-06-28,0,35_1,,
35_17_2013-07-05,0,35_1,,
35_17_2013-07-12,0,35_1,,
35_17_2013-07-19,0,35_1,,
35_17_2013-07-26,0,35_1,,
35_18_2012-11-02,0,35_1,,
35_18_2012-11-09,0,35_1,,
35_18_2012-11-16,0,35_1,,
35_18_2012-11-23,0,35_1,,
35_18_2012-11-30,0,35_1,,
35_18_2012-12-07,0,35_1,,
35_18_2012-12-14,0,35_1,,
35_18_2012-12-21,0,35_1,,
35_18_2012-12-28,0,35_1,,
35_18_2013-01-04,0,35_1,,
35_18_2013-01-11,0,35_1,,
35_18_2013-01-18,0,35_1,,
35_18_2013-01-25,0,35_1,,
35_18_2013-02-01,0,35_1,,
35_18_2013-02-08,0,35_1,,
35_18_2013-02-15,0,35_1,,
35_18_2013-02-22,0,35_1,,
35_18_2013-03-01,0,35_1,,
35_18_2013-03-08,0,35_1,,
35_18_2013-03-15,0,35_1,,
35_18_2013-03-22,0,35_1,,
35_18_2013-03-29,0,35_1,,
35_18_2013-04-05,0,35_1,,
35_18_2013-04-12,0,35_1,,
35_18_2013-04-19,0,35_1,,
35_18_2013-04-26,0,35_1,,
35_18_2013-05-03,0,35_1,,
35_18_2013-05-10,0,35_1,,
35_18_2013-05-17,0,35_1,,
35_18_2013-05-24,0,35_1,,
35_18_2013-05-31,0,35_1,,
35_18_2013-06-14,0,35_1,,
35_18_2013-06-21,0,35_1,,
35_18_2013-06-28,0,35_1,,
35_18_2013-07-05,0,35_1,,
35_18_2013-07-12,0,35_1,,
35_18_2013-07-19,0,35_1,,
35_18_2013-07-26,0,35_1,,
35_19_2013-01-04,0,35_1,,
35_19_2013-01-18,0,35_1,,
35_19_2013-02-08,0,35_1,,
35_20_2012-11-02,0,35_2,,
35_20_2012-11-09,0,35_2,,
35_20_2012-11-16,0,35_2,,
35_20_2012-11-23,0,35_2,,
35_20_2012-11-30,0,35_2,,
35_20_2012-12-07,0,35_2,,
35_20_2012-12-14,0,35_2,,
35_20_2012-12-21,0,35_2,,
35_20_2012-12-28,0,35_2,,
35_20_2013-01-04,0,35_2,,
35_20_2013-01-11,0,35_2,,
35_20_2013-01-18,0,35_2,,
35_20_2013-01-25,0,35_2,,
35_20_2013-02-01,0,35_2,,
35_20_2013-02-08,0,35_2,,
35_20_2013-02-15,0,35_2,,
35_20_2013-02-22,0,35_2,,
35_20_2013-03-01,0,35_2,,
35_20_2013-03-08,0,35_2,,
35_20_2013-03-15,0,35_2,,
35_20_2013-03-22,0,35_2,,
35_20_2013-03-29,0,35_2,,
35_20_2013-04-05,0,35_2,,
35_20_2013-04-12,0,35_2,,
35_20_2013-04-19,0,35_2,,
35_20_2013-04-26,0,35_2,,
35_20_2013-05-03,0,35_2,,
35_20_2013-05-10,0,35_2,,
35_20_2013-05-17,0,35_2,,
35_20_2013-05-24,0,35_2,,
35_20_2013-05-31,0,35_2,,
35_20_2013-06-07,0,35_2,,
35_20_2013-06-14,0,35_2,,
35_20_2013-06-21,0,35_2,,
35_20_2013-06-28,0,35_2,,
35_20_2013-07-05,0,35_2,,
35_20_2013-07-12,0,35_2,,
35_20_2013-07-19,0,35_2,,
35_20_2013-07-26,0,35_2,,
35_21_2012-11-02,0,35_2,,
35_21_2012-11-09,0,35_2,,
35_21_2012-11-16,0,35_2,,
35_21_2012-11-23,0,35_2,,
35_21_2012-11-30,0,35_2,,
35_21_2012-12-07,0,35_2,,
35_21_2012-12-14,0,35_2,,
35_21_2012-12-21,0,35_2,,
35_21_2012-12-28,0,35_2,,
35_21_2013-01-04,0,35_2,,
35_21_2013-01-11,0,35_2,,
35_21_2013-01-18,0,35_2,,
35_21_2013-01-25,0,35_2,,
35_21_2013-02-01,0,35_2,,
35_21_2013-02-08,0,35_2,,
35_21_2013-02-15,0,35_2,,
35_21_2013-02-22,0,35_2,,
35_21_2013-03-01,0,35_2,,
35_21_2013-03-08,0,35_2,,
35_21_2013-03-15,0,35_2,,
35_21_2013-03-22,0,35_2,,
35_21_2013-03-29,0,35_2,,
35_21_2013-04-05,0,35_2,,
35_21_2013-04-12,0,35_2,,
35_21_2013-04-19,0,35_2,,
35_21_2013-04-26,0,35_2,,
35_21_2013-05-03,0,35_2,,
35_21_2013-05-10,0,35_2,,
35_21_2013-05-17,0,35_2,,
35_21_2013-05-24,0,35_2,,
35_21_2013-05-31,0,35_2,,
35_21_2013-06-07,0,35_2,,
35_21_2013-06-14,0,35_2,,
35_21_2013-06-21,0,35_2,,
35_21_2013-06-28,0,35_2,,
35_21_2013-07-05,0,35_2,,
35_21_2013-07-12,0,35_2,,
35_21_2013-07-19,0,35_2,,
35_21_2013-07-26,0,35_2,,
35_22_2012-11-02,0,35_2,,
35_22_2012-11-09,0,35_2,,
35_22_2012-11-16,0,35_2,,
35_22_2012-11-23,0,35_2,,
35_22_2012-11-30,0,35_2,,
35_22_2012-12-07,0,35_2,,
35_22_2012-12-14,0,35_2,,
35_22_2012-12-21,0,35_2,,
35_22_2012-12-28,0,35_2,,
35_22_2013-01-04,0,35_2,,
35_22_2013-01-11,0,35_2,,
35_22_2013-01-18,0,35_2,,
35_22_2013-01-25,0,35_2,,
35_22_2013-02-01,0,35_2,,
35_22_2013-02-08,0,35_2,,
35_22_2013-02-15,0,35_2,,
35_22_2013-02-22,0,35_2,,
35_22_2013-03-01,0,35_2,,
35_22_2013-03-08,0,35_2,,
35_22_2013-03-15,0,35_2,,
35_22_2013-03-22,0,35_2,,
35_22_2013-03-29,0,35_2,,
35_22_2013-04-05,0,35_2,,
35_22_2013-04-12,0,35_2,,
35_22_2013-04-19,0,35_2,,
35_22_2013-04-26,0,35_2,,
35_22_2013-05-03,0,35_2,,
35_22_2013-05-10,0,35_2,,
35_22_2013-05-17,0,35_2,,
35_22_2013-05-24,0,35_2,,
35_22_2013-05-31,0,35_2,,
35_22_2013-06-07,0,35_2,,
35_22_2013-06-14,0,35_2,,
35_22_2013-06-21,0,35_2,,
35_22_2013-06-28,0,35_2,,
35_22_2013-07-05,0,35_2,,
35_22_2013-07-12,0,35_2,,
35_22_2013-07-19,0,35_2,,
35_22_2013-07-26,0,35_2,,
35_23_2012-11-02,0,35_2,,
35_23_2012-11-09,0,35_2,,
35_23_2012-11-16,0,35_2,,
35_23_2012-11-23,0,35_2,,
35_23_2012-11-30,0,35_2,,
35_23_2012-12-07,0,35_2,,
35_23_2012-12-14,0,35_2,,
35_23_2012-12-21,0,35_2,,
35_23_2012-12-28,0,35_2,,
35_23_2013-01-04,0,35_2,,
35_23_2013-01-11,0,35_2,,
35_23_2013-01-18,0,35_2,,
35_23_2013-01-25,0,35_2,,
35_23_2013-02-01,0,35_2,,
35_23_2013-02-08,0,35_2,,
35_23_2013-02-15,0,35_2,,
35_23_2013-02-22,0,35_2,,
35_23_2013-03-01,0,35_2,,
35_23_2013-03-08,0,35_2,,
35_23_2013-03-15,0,35_2,,
35_23_2013-03-22,0,35_2,,
35_23_2013-03-29,0,35_2,,
35_23_2013-04-05,0,35_2,,
35_23_2013-04-12,0,35_2,,
35_23_2013-04-19,0,35_2,,
35_23_2013-04-26,0,35_2,,
35_23_2013-05-03,0,35_2,,
35_23_2013-05-10,0,35_2,,
35_23_2013-05-17,0,35_2,,
35_23_2013-05-24,0,35_2,,
35_23_2013-05-31,0,35_2,,
35_23_2013-06-07,0,35_2,,
35_23_2013-06-14,0,35_2,,
35_23_2013-06-21,0,35_2,,
35_23_2013-06-28,0,35_2,,
35_23_2013-07-05,0,35_2,,
35_23_2013-07-12,0,35_2,,
35_23_2013-07-19,0,35_2,,
35_23_2013-07-26,0,35_2,,
35_24_2012-11-02,0,35_2,,
35_24_2012-11-09,0,35_2,,
35_24_2012-11-16,0,35_2,,
35_24_2012-11-23,0,35_2,,
35_24_2012-11-30,0,35_2,,
35_24_2012-12-07,0,35_2,,
35_24_2012-12-14,0,35_2,,
35_24_2012-12-21,0,35_2,,
35_24_2012-12-28,0,35_2,,
35_24_2013-01-04,0,35_2,,
35_24_2013-01-11,0,35_2,,
35_24_2013-01-18,0,35_2,,
35_24_2013-01-25,0,35_2,,
35_24_2013-02-01,0,35_2,,
35_24_2013-02-08,0,35_2,,
35_24_2013-02-15,0,35_2,,
35_24_2013-02-22,0,35_2,,
35_24_2013-03-01,0,35_2,,
35_24_2013-03-08,0,35_2,,
35_24_2013-03-15,0,35_2,,
35_24_2013-03-22,0,35_2,,
35_24_2013-03-29,0,35_2,,
35_24_2013-04-05,0,35_2,,
35_24_2013-04-12,0,35_2,,
35_24_2013-04-19,0,35_2,,
35_24_2013-04-26,0,35_2,,
35_24_2013-05-03,0,35_2,,
35_24_2013-05-10,0,35_2,,
35_24_2013-05-17,0,35_2,,
35_24_2013-05-24,0,35_2,,
35_24_2013-05-31,0,35_2,,
35_24_2013-06-07,0,35_2,,
35_24_2013-06-14,0,35_2,,
35_24_2013-06-21,0,35_2,,
35_24_2013-06-28,0,35_2,,
35_24_2013-07-05,0,35_2,,
35_24_2013-07-12,0,35_2,,
35_24_2013-07-19,0,35_2,,
35_24_2013-07-26,0,35_2,,
35_25_2012-11-02,0,35_2,,
35_25_2012-11-09,0,35_2,,
35_25_2012-11-16,0,35_2,,
35_25_2012-11-23,0,35_2,,
35_25_2012-11-30,0,35_2,,
35_25_2012-12-07,0,35_2,,
35_25_2012-12-14,0,35_2,,
35_25_2012-12-21,0,35_2,,
35_25_2012-12-28,0,35_2,,
35_25_2013-01-04,0,35_2,,
35_25_2013-01-11,0,35_2,,
35_25_2013-01-18,0,35_2,,
35_25_2013-01-25,0,35_2,,
35_25_2013-02-01,0,35_2,,
35_25_2013-02-08,0,35_2,,
35_25_2013-02-15,0,35_2,,
35_25_2013-02-22,0,35_2,,
35_25_2013-03-01,0,35_2,,
35_25_2013-03-08,0,35_2,,
35_25_2013-03-15,0,35_2,,
35_25_2013-03-22,0,35_2,,
35_25_2013-03-29,0,35_2,,
35_25_2013-04-05,0,35_2,,
35_25_2013-04-12,0,35_2,,
35_25_2013-04-19,0,35_2,,
35_25_2013-04-26,0,35_2,,
35_25_2013-05-03,0,35_2,,
35_25_2013-05-10,0,35_2,,
35_25_2013-05-17,0,35_2,,
35_25_2013-05-24,0,35_2,,
35_25_2013-05-31,0,35_2,,
35_25_2013-06-07,0,35_2,,
35_25_2013-06-14,0,35_2,,
35_25_2013-06-21,0,35_2,,
35_25_2013-06-28,0,35_2,,
35_25_2013-07-05,0,35_2,,
35_25_2013-07-12,0,35_2,,
35_25_2013-07-19,0,35_2,,
35_25_2013-07-26,0,35_2,,
35_26_2012-11-02,0,35_2,,
35_26_2012-11-09,0,35_2,,
35_26_2012-11-16,0,35_2,,
35_26_2012-11-23,0,35_2,,
35_26_2012-11-30,0,35_2,,
35_26_2012-12-07,0,35_2,,
35_26_2012-12-14,0,35_2,,
35_26_2012-12-21,0,35_2,,
35_26_2012-12-28,0,35_2,,
35_26_2013-01-04,0,35_2,,
35_26_2013-01-11,0,35_2,,
35_26_2013-01-18,0,35_2,,
35_26_2013-01-25,0,35_2,,
35_26_2013-02-01,0,35_2,,
35_26_2013-02-08,0,35_2,,
35_26_2013-02-15,0,35_2,,
35_26_2013-02-22,0,35_2,,
35_26_2013-03-01,0,35_2,,
35_26_2013-03-08,0,35_2,,
35_26_2013-03-15,0,35_2,,
35_26_2013-03-22,0,35_2,,
35_26_2013-03-29,0,35_2,,
35_26_2013-04-05,0,35_2,,
35_26_2013-04-12,0,35_2,,
35_26_2013-04-19,0,35_2,,
35_26_2013-04-26,0,35_2,,
35_26_2013-05-03,0,35_2,,
35_26_2013-05-10,0,35_2,,
35_26_2013-05-17,0,35_2,,
35_26_2013-05-24,0,35_2,,
35_26_2013-05-31,0,35_2,,
35_26_2013-06-07,0,35_2,,
35_26_2013-06-14,0,35_2,,
35_26_2013-06-21,0,35_2,,
